Muestra	Pragmático.N	Reflexivo.N	Activo.N	Teórico.N	Pragmático	Reflexivo	Activo	Teórico	Marca_temporal	Pograma	Universidad	área_estudio	nivel_académico	etapa_estudio	institución_escolar	preuniversitario	multi_carrera	desempeño_anterior	trabaja	experiencia_laboral	edad	edad2	tecnológico	tecnológico2	origen_geo	territorio	movilidad	lengua	idiomas	etnia	religión	nivel_socioeconómico	nivel_socioeconómico2	clase_social	func_física	func_cognitiva	func_cognitiva2	género	sexo	orientación_sexual	motivación	objetivo	proyección	estilo_VARK	1. ¿Cuál es el resultado de tu preferencia de aprendizaje según el cuestionario?
M32	16	11	10	16	Moderada	Muy baja	Moderada	Moderada	2026/03/24 3:52:55 p. m. GMT-4	Publicidad y multimedia	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al medio	Privado	Sí	Sí	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Nacional (otras regiones de Perú)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Hacer vínculos y contactos útiles.	Quiero estabilidad material y financiera (seguridad económica).	K muy fuerte	Kinestésico, muy fuerte
M33	14	18	15	17	Moderada	Alta	Alta	Alta	2026/03/24 3:53:56 p. m. GMT-4	Oublicidad Y multimedia 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al medio	Privado	No	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Deísmo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Limitaciones visuales	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	AK	Multimodal (AK)
M34	14	17	15	17	Moderada	Moderada	Alta	Alta	2026/03/24 4:01:27 p. m. GMT-4	Farmacia y Bioquímica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Público	Sí	No	Tercio superior	Sí	Sí	Estudiante universitario de mediana edad (25-39 años)	25-39 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Nacional (otras regiones de Perú)	Zona rural	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Limitaciones visuales	Otras formas de neurodiversidad	Otras	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V media	Visual, media
M35	18	18	16	14	Alta	Alta	Alta	Moderada	2026/03/24 4:17:28 p. m. GMT-4	6to Ing Biotecnologica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Privado	Sí	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V media	Visual, media
M36	16	16	17	13	Moderada	Moderada	Alta	Baja	2026/03/24 4:24:22 p. m. GMT-4	Farmacia y bioquímica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Evitar reprobar materias o abandonar los estudios.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	R media	Lectura/Escritura, media
M37	16	17	10	16	Moderada	Moderada	Moderada	Moderada	2026/03/24 4:24:43 p. m. GMT-4	INGENIERÍA BIOTECNOLÓGICA	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Privado	Sí	Sí	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Blanco	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Bisexual	Superación personal y alcanzar metas propias.	Hacer vínculos y contactos útiles.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	V muy fuerte	Visual, muy fuerte
M38	18	18	17	16	Alta	Alta	Alta	Moderada	2026/03/24 4:39:14 p. m. GMT-4	Farmacia y Bioquímica 	UCSM	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase alta (burguesía)	Movilidad reducida	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	A media	Auditivo, media
M39	20	20	17	19	Muy alta	Muy alta	Alta	Muy alta	2026/03/24 4:45:11 p. m. GMT-4	Farmacia y Bioquímica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Privado	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Blanco	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Obtener buenas calificaciones.	Quiero crear mi propio proyecto o empresa (emprendimiento).	V media	Visual, media
M40	17	15	14	17	Alta	Baja	Alta	Alta	2026/03/24 4:57:23 p. m. GMT-4	Ingeniera Biotecnológica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Privado	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Bilingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero crear mi propio proyecto o empresa (emprendimiento).	V muy fuerte	Visual, muy fuerte
M41	17	15	17	17	Alta	Baja	Alta	Alta	2026/03/24 5:13:00 p. m. GMT-4	F y B 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Privado	No	No	Tercio inferior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	No sabe	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Limitaciones auditivas	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Hombre	Masculino	Heterosexual	Superación personal y alcanzar metas propias.	Hacer vínculos y contactos útiles.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	V media	Visual, media
M42	16	18	19	19	Moderada	Alta	Muy alta	Muy alta	2026/03/24 5:14:23 p. m. GMT-4	Farmacia y bioquímica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Público	No	Sí	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel alto: Dominio avanzado de competencias digitales	Alto	Local (región de Arequipa)	Capital de país	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Mestizo		Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase media	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VAR	Multimodal (VAR)
M43	20	20	19	20	Muy alta	Muy alta	Muy alta	Muy alta	2026/03/26 9:39:02 a. m. GMT-4	Farmacia y bioquimica	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al medio	Público	Sí	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Bilingüe	Indígena Quechua	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Dislexia	Dislexia	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V fuerte	Visual, fuerte
M44	20	19	18	17	Muy alta	Alta	Muy alta	Alta	2026/03/26 10:18:12 a. m. GMT-4	Farmacia y Bioquímica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel A: Ingreso familiar mayor a S/25,000 mensuales	Nivel A	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Lograr mayor reconocimiento social o prestigio profesional.	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V muy fuerte	Visual, muy fuerte
M45	13	14	15	12	Moderada	Baja	Alta	Baja	2026/03/26 10:22:34 a. m. GMT-4	Farmacia y Bioquímica	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase media	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	R muy fuerte	Lectura/Escritura, muy fuerte
M46	11	15	17	11	Baja	Baja	Alta	Muy baja	2026/03/26 3:34:42 p. m. GMT-4	Ingeniería Biotecnológica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Bilingüe	Mestizo	Agnosticismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Trastorno por déficit de atención con hiperactividad (TDAH)	TDAH	Mujer	Femenino	Pansexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Hacer vínculos y contactos útiles.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	A fuerte	Auditivo, fuerte
M47	11	14	9	14	Baja	Baja	Baja	Moderada	2026/03/26 6:47:03 p. m. GMT-4	Farmacia y bioquimica 	UCSM	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio medio	Sí	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Deísmo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	R media	Lectura/Escritura, media
M48	14	9	7	16	Moderada	Muy baja	Muy baja	Moderada	2026/03/28 9:43:32 a. m. GMT-4	Derecho 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Bilingüe	Blanco	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Movilidad reducida	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	A media	Auditivo, media
M49	16	16	14	15	Moderada	Moderada	Alta	Moderada	2026/03/31 12:54:22 p. m. GMT-4	ING Civil 	UCSM	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	V media	Visual, media
M50	20	18	19	19	Muy alta	Alta	Muy alta	Muy alta	2026/03/31 1:05:17 p. m. GMT-4	Comunicación Social	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Bilingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V fuerte	Visual, fuerte
M51	9	12	15	8	Muy baja	Muy baja	Alta	Muy baja	2026/03/31 1:09:51 p. m. GMT-4	comunicación social 	UCSM	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	V fuerte	Visual, fuerte
